tweet_id,timestamp,rating_numerator,rating_denominator,name,stage,retweet_count,favorite_count,jpg_url,img_num,predictions,odds
863062471531167744,2017-05-12 16:05:02+00:00,13,10,Quinn,,2247.0,7977.0,https://pbs.twimg.com/media/C_o2vKCUwAAgtOp.jpg,2.0,French_bulldog,0.935804
862831371563274240,2017-05-12 00:46:44+00:00,13,10,Zooey,,4775.0,18157.0,https://pbs.twimg.com/media/C_lkieeVwAAm0L4.jpg,2.0,Australian_terrier,0.207281
862722525377298433,2017-05-11 17:34:13+00:00,11,10,Dave,,3285.0,16198.0,https://pbs.twimg.com/media/C_kBjuUUIAArs2-.jpg,1.0,basset,0.39333
862457590147678208,2017-05-11 00:01:27+00:00,13,10,Jersey,,4572.0,19331.0,https://pbs.twimg.com/media/C_gQmaTUMAAPYSS.jpg,1.0,,0.0
862096992088072192,2017-05-10 00:08:34+00:00,13,10,None,,21499.0,70187.0,https://pbs.twimg.com/media/C_bIo7QXYAAGfPu.jpg,2.0,chow,0.677589
861383897657036800,2017-05-08 00:54:59+00:00,13,10,Hobbes,,9952.0,34170.0,https://pbs.twimg.com/media/C_RAFTxUAAAbXjV.jpg,1.0,Cardigan,0.771008
861288531465048066,2017-05-07 18:36:02+00:00,13,10,None,,3841.0,16268.0,https://pbs.twimg.com/ext_tw_video_thumb/861288473281437696/pu/img/RERGmRgPyaaaB-tB.jpg,1.0,Bouvier_des_Flandres,0.0826102
861005113778896900,2017-05-06 23:49:50+00:00,12,10,Burt,,3552.0,15832.0,https://pbs.twimg.com/media/C_LnlF5VoAEsL1K.jpg,1.0,German_shepherd,0.507951
860563773140209665,2017-05-05 18:36:06+00:00,13,10,Lorenzo,,1997.0,7108.0,https://pbs.twimg.com/media/C_FWL0vVwAA13N7.jpg,1.0,Cardigan,0.583936
860524505164394496,2017-05-05 16:00:04+00:00,13,10,Carl,,4950.0,22455.0,https://pbs.twimg.com/media/C_EyeKuXkAAdxY-.jpg,1.0,Bedlington_terrier,0.286558
860276583193509888,2017-05-04 23:34:55+00:00,12,10,Jordy,,3275.0,17461.0,https://pbs.twimg.com/media/C_BQ_NlVwAAgYGD.jpg,1.0,,0.0
860184849394610176,2017-05-04 17:30:24+00:00,14,10,None,,5455.0,15825.0,https://pbs.twimg.com/media/C-_9jWWUwAAnwkd.jpg,1.0,,0.0
859924526012018688,2017-05-04 00:15:58+00:00,12,10,Milky,,3838.0,18631.0,https://pbs.twimg.com/media/C-8QypZXcAAekaF.jpg,1.0,French_bulldog,0.254587
859851578198683649,2017-05-03 19:26:06+00:00,13,10,Trooper,,3287.0,14694.0,https://pbs.twimg.com/media/C-7OcfyXsAAsqzU.jpg,4.0,Labrador_retriever,0.899086
859607811541651456,2017-05-03 03:17:27+00:00,13,10,None,puppo,1459.0,17736.0,https://pbs.twimg.com/media/C-3wvtxXcAUTuBE.jpg,1.0,golden_retriever,0.8955290000000001
859196978902773760,2017-05-02 00:04:57+00:00,12,10,quite,,28202.0,85362.0,https://pbs.twimg.com/ext_tw_video_thumb/859196962498805762/pu/img/-yBpr4-o4GJZECYE.jpg,1.0,malamute,0.216163
859074603037188101,2017-05-01 15:58:40+00:00,13,10,None,,12762.0,32174.0,https://pbs.twimg.com/media/C-wLyufW0AA546I.jpg,1.0,,0.0
858843525470990336,2017-05-01 00:40:27+00:00,13,10,None,doggo,3258.0,14868.0,https://pbs.twimg.com/media/C-s5oYZXkAAMHHq.jpg,1.0,golden_retriever,0.57812
